,imgPath,angle,distance,speed,altitude,key_a,key_d,key_1,key_3,key_q,key_e,key_w,key_s
0,dataset/W/W1427.jpg,9.21,149.93,,,0,0,0,0,0,0,1,0
0,dataset/W/W1427.jpg,12.2,151.42,,,0,0,0,0,0,0,1,0
0,dataset/W/W1427.jpg,15.12,153.31,,,0,0,0,0,0,0,1,0
0,dataset/W/W1427.jpg,16.91,154.69,,,0,0,0,0,0,0,1,0
0,dataset/W/W1427.jpg,40.26,145.45,,,0,0,0,0,0,0,1,0
0,dataset/W/W1427.jpg,75.96,16.49,,,0,0,0,0,0,0,1,0
0,dataset/S/S1426.jpg,-1.55,37.01,,,0,0,0,0,0,0,1,1
0,dataset/S/S1425.jpg,3.37,85.15,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-36.38,94.4,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-37.28,84.2,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-36.53,67.2,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-52.31,83.41,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,56.12,84.31,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-56.69,83.76,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-60.68,83.73,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-63.74,83.63,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-37.41,42.8,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-35.91,35.81,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,79.63,83.36,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,36.87,15.0,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,86.51,82.15,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,35.54,8.6,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-88.42,109.04,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-92.06,111.07,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-98.71,112.29,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-242.45,103.77,,,0,0,0,0,0,0,0,1
0,dataset/S/S1425.jpg,-231.45,81.84,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,2.6,88.09,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-36.73,83.6,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-36.57,77.2,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-36.55,72.2,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-51.77,84.02,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,56.12,84.31,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-56.69,83.76,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-63.95,100.18,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-60.68,83.73,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,81.1,84.01,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,87.27,84.1,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,35.54,8.6,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-91.04,110.02,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,88.13,92.05,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-267.31,85.09,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-242.45,103.77,,,0,0,0,0,0,0,0,1
0,dataset/S/S1424.jpg,-231.45,81.84,,,0,0,0,0,0,0,0,1
0,dataset/S/S1423.jpg,-36.87,185.0,,,0,0,0,0,0,0,0,1
0,dataset/S/S1423.jpg,10.94,121.2,,,0,0,0,0,0,0,0,1
0,dataset/S/S1423.jpg,-35.68,144.03,,,0,0,0,0,0,0,0,1
0,dataset/W/W1422.jpg,-8.46,149.63,,,0,0,0,0,0,0,1,0
0,dataset/W/W1422.jpg,21.25,154.51,,,0,0,0,0,0,0,1,0
0,dataset/W/W1422.jpg,8.23,83.86,,,0,0,0,0,0,0,1,0
0,dataset/3/31421.jpg,41.29,153.06,,,0,0,0,1,0,1,0,0
0,dataset/3/31421.jpg,0.48,119.0,,,0,0,0,1,0,1,0,0
0,dataset/3/31420.jpg,45.53,152.74,,,0,0,0,1,0,1,1,0
0,dataset/3/31420.jpg,3.23,124.2,,,0,0,0,1,0,1,1,0
0,dataset/3/31420.jpg,-2.82,122.15,,,0,0,0,1,0,1,1,0
0,dataset/W/W1419.jpg,37.06,179.2,,,0,0,0,0,0,0,1,0
0,dataset/W/W1419.jpg,3.15,127.19,,,0,0,0,0,0,0,1,0
0,dataset/W/W1419.jpg,-3.63,126.25,,,0,0,0,0,0,0,1,0
0,dataset/3/31418.jpg,36.62,184.4,,,0,0,0,1,0,1,1,0
0,dataset/3/31418.jpg,3.49,131.24,,,0,0,0,1,0,1,1,0
0,dataset/3/31418.jpg,-4.4,130.38,,,0,0,0,1,0,1,1,0
0,dataset/W/W1417.jpg,36.62,184.4,,,0,0,0,0,0,0,1,0
0,dataset/W/W1417.jpg,3.06,131.19,,,0,0,0,0,0,0,1,0
0,dataset/W/W1417.jpg,-4.37,131.38,,,0,0,0,0,0,0,1,0
0,dataset/W/W1416.jpg,-1.16,148.03,,,0,0,0,0,0,0,1,0
0,dataset/W/W1416.jpg,15.84,153.84,,,0,0,0,0,0,0,1,0
0,dataset/W/W1416.jpg,3.27,140.23,,,0,0,0,0,0,0,1,0
0,dataset/W/W1416.jpg,-4.11,139.36,,,0,0,0,0,0,0,1,0
0,dataset/W/W1415.jpg,8.89,148.79,,,0,0,0,0,0,0,1,0
0,dataset/W/W1415.jpg,34.05,178.62,,,0,0,0,0,0,0,1,0
0,dataset/W/W1415.jpg,36.62,184.4,,,0,0,0,0,0,0,1,0
0,dataset/W/W1415.jpg,40.24,170.29,,,0,0,0,0,0,0,1,0
0,dataset/W/W1414.jpg,25.78,163.25,,,0,0,0,0,0,0,1,0
0,dataset/W/W1414.jpg,-7.67,142.27,,,0,0,0,0,0,0,1,0
0,dataset/W/W1414.jpg,-2.03,141.09,,,0,0,0,0,0,0,1,0
0,dataset/W/W1414.jpg,1.22,141.03,,,0,0,0,0,0,0,1,0
0,dataset/W/W1414.jpg,-10.2,141.23,,,0,0,0,0,0,0,1,0
0,dataset/W/W1414.jpg,3.29,139.23,,,0,0,0,0,0,0,1,0
0,dataset/W/W1414.jpg,46.88,150.7,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,28.56,167.36,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,-8.47,142.56,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,2.0,143.09,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,-1.62,141.06,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,-3.29,139.23,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,0.41,139.0,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,2.88,139.18,,,0,0,0,0,0,0,1,0
0,dataset/W/W1413.jpg,44.23,157.7,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,32.37,168.12,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,-10.38,144.36,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,-7.22,143.14,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,2.0,143.09,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,-3.25,141.23,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,-1.24,139.03,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,-12.18,142.2,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,0.41,139.0,,,0,0,0,0,0,0,1,0
0,dataset/W/W1412.jpg,2.88,139.18,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,22.4,160.08,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,34.44,169.75,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,-2.42,142.13,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,1.62,141.06,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,5.59,143.68,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,-7.28,142.14,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,-8.99,140.73,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,-4.11,139.36,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,4.52,139.43,,,0,0,0,0,0,0,1,0
0,dataset/W/W1411.jpg,6.97,140.04,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,33.88,168.63,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,-8.02,143.4,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,1.62,141.06,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,6.03,142.79,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,-2.8,143.17,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,-4.09,140.36,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,-2.05,140.09,,,0,0,0,0,0,0,1,0
0,dataset/W/W1410.jpg,4.93,139.52,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,35.58,168.44,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,-3.25,141.23,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,5.99,143.78,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,-8.35,144.53,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,1.6,143.06,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,-7.78,140.29,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,0.41,140.0,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,4.93,139.52,,,0,0,0,0,0,0,1,0
0,dataset/W/W1409.jpg,7.38,140.16,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,39.49,161.97,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,-8.75,144.68,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,-3.2,143.22,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,1.62,141.06,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,6.47,141.9,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,-7.78,140.29,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,-4.52,139.43,,,0,0,0,0,0,0,1,0
0,dataset/W/W1408.jpg,-2.06,139.09,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,41.19,159.45,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,-8.75,144.68,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,-3.25,141.23,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,2.0,143.09,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,6.47,141.9,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,-7.78,140.29,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,0.41,139.0,,,0,0,0,0,0,0,1,0
0,dataset/W/W1407.jpg,2.88,139.18,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,43.97,157.0,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,-8.75,144.68,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,2.84,141.17,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,7.57,144.26,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,-2.84,141.17,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,1.24,139.03,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,-7.78,140.29,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,6.16,139.81,,,0,0,0,0,0,0,1,0
0,dataset/W/W1406.jpg,8.59,140.58,,,0,0,0,0,0,0,1,0
0,dataset/W/W1405.jpg,14.23,142.37,,,0,0,0,0,0,0,1,0
0,dataset/W/W1405.jpg,42.71,141.53,,,0,0,0,0,0,0,1,0
0,dataset/D/D1400.jpg,35.35,181.46,593,172,0,1,0,0,0,0,0,0
0,dataset/D/D1400.jpg,-160.1,61.68,593,172,0,1,0,0,0,0,0,0
0,dataset/D/D1399.jpg,-146.04,59.08,,1159,0,1,0,0,0,0,0,0
0,dataset/D/D1398.jpg,-141.95,58.41,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,1.41,81.02,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,9.93,81.22,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,13.85,75.19,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,19.36,78.43,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,4.09,70.18,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,8.02,71.7,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,44.12,45.97,,,0,1,0,0,0,0,0,0
0,dataset/D/D1397.jpg,-132.58,50.25,,,0,1,0,0,0,0,0,0
0,dataset/A/A_1396.jpg,-145.3,47.43,599,183,1,0,0,0,0,0,0,0
0,dataset/A/A_1395.jpg,-144.46,43.01,,183,1,0,0,0,0,0,0,0
0,dataset/A/A_1394.jpg,-145.56,42.44,,13,1,0,0,0,0,0,0,0
0,dataset/Q/Q_1393.jpg,-12.44,69.63,583,33,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1393.jpg,-13.54,55.54,583,33,0,0,0,0,1,0,0,0
0,dataset/W/W1392.jpg,42.74,125.26,515,388,0,0,0,0,0,0,1,0
0,dataset/W/W1392.jpg,46.27,127.31,515,388,0,0,0,0,0,0,1,0
0,dataset/W/W1392.jpg,45.0,121.62,515,388,0,0,0,0,0,0,1,0
0,dataset/W/W1392.jpg,-12.85,58.46,515,388,0,0,0,0,0,0,1,0
0,dataset/W/W1392.jpg,15.8,55.08,515,388,0,0,0,0,0,0,1,0
0,dataset/W/W1391.jpg,-8.82,58.69,463,7310,0,0,0,0,0,0,1,0
0,dataset/W/W1391.jpg,-38.02,69.81,463,7310,0,0,0,0,0,0,1,0
0,dataset/W/W1391.jpg,-31.48,57.45,463,7310,0,0,0,0,0,0,1,0
0,dataset/W/W1390.jpg,-25.77,64.4,,310,1,0,0,0,0,0,1,0
0,dataset/W/W1390.jpg,2.77,62.07,,310,1,0,0,0,0,0,1,0
0,dataset/A/A_1389.jpg,5.4,148.66,487,388,1,0,0,0,0,0,0,0
0,dataset/A/A_1389.jpg,28.92,163.37,487,388,1,0,0,0,0,0,0,0
0,dataset/A/A_1389.jpg,-7.35,62.51,487,388,1,0,0,0,0,0,0,0
0,dataset/A/A_1389.jpg,61.39,125.3,487,388,1,0,0,0,0,0,0,0
0,dataset/A/A_1389.jpg,66.43,120.02,487,388,1,0,0,0,0,0,0,0
0,dataset/D/D1388.jpg,-1.92,149.08,,304,0,1,0,0,0,0,0,0
0,dataset/D/D1388.jpg,20.56,76.9,,304,0,1,0,0,0,0,0,0
0,dataset/D/D1388.jpg,43.45,78.52,,304,0,1,0,0,0,0,0,0
0,dataset/D/D1388.jpg,-252.82,115.13,,304,0,1,0,0,0,0,0,0
0,dataset/S/S1387.jpg,32.91,80.99,428,302,0,1,0,0,0,0,0,1
0,dataset/S/S1387.jpg,41.19,95.67,428,302,0,1,0,0,0,0,0,1
0,dataset/S/S1386.jpg,37.53,87.01,454,,0,1,0,0,0,0,0,1
0,dataset/S/S1386.jpg,46.58,77.1,454,,0,1,0,0,0,0,0,1
0,dataset/S/S1386.jpg,61.39,75.18,454,,0,1,0,0,0,0,0,1
0,dataset/S/S1386.jpg,58.06,100.17,454,,0,1,0,0,0,0,0,1
0,dataset/S/S1386.jpg,53.31,63.6,454,,0,1,0,0,0,0,0,1
0,dataset/S/S1385.jpg,63.76,79.16,4941,298,0,1,0,0,0,0,0,1
0,dataset/S/S1385.jpg,56.16,105.95,4941,298,0,1,0,0,0,0,0,1
0,dataset/S/S1385.jpg,61.07,86.83,4941,298,0,1,0,0,0,0,0,1
0,dataset/S/S1385.jpg,66.16,94.02,4941,298,0,1,0,0,0,0,0,1
0,dataset/S/S1384.jpg,82.69,78.64,,292,0,1,0,0,0,0,0,1
0,dataset/S/S1384.jpg,67.01,71.69,,292,0,1,0,0,0,0,0,1
0,dataset/S/S1384.jpg,70.79,69.89,,292,0,1,0,0,0,0,0,1
0,dataset/S/S1384.jpg,75.82,93.86,,292,0,1,0,0,0,0,0,1
0,dataset/S/S1384.jpg,-260.33,89.27,,292,0,1,0,0,0,0,0,1
0,dataset/S/S1383.jpg,-265.49,76.24,865,1387,0,1,0,0,0,0,0,1
0,dataset/S/S1383.jpg,83.95,66.37,865,1387,0,1,0,0,0,0,0,1
0,dataset/S/S1382.jpg,-251.3,68.62,,281,0,1,0,0,0,0,0,1
0,dataset/D/D1381.jpg,-259.82,79.25,843,275,0,1,0,0,0,0,0,0
0,dataset/D/D1381.jpg,-255.72,56.75,843,275,0,1,0,0,0,0,0,0
0,dataset/D/D1381.jpg,-250.11,49.98,843,275,0,1,0,0,0,0,0,0
0,dataset/D/D1381.jpg,-235.08,64.64,843,275,0,1,0,0,0,0,0,0
0,dataset/D/D1381.jpg,-246.3,44.78,843,275,0,1,0,0,0,0,0,0
0,dataset/D/D1381.jpg,-236.92,78.77,843,275,0,1,0,0,0,0,0,0
0,dataset/D/D1381.jpg,-228.01,80.72,843,275,0,1,0,0,0,0,0,0
0,dataset/D/D1380.jpg,-220.33,69.53,,288,0,1,0,0,0,0,0,0
0,dataset/D/D1380.jpg,-221.19,85.04,,288,0,1,0,0,0,0,0,0
0,dataset/D/D1380.jpg,-223.63,88.41,,288,0,1,0,0,0,0,0,0
0,dataset/D/D1379.jpg,-195.95,58.24,,257,0,1,0,0,0,0,0,0
0,dataset/D/D1379.jpg,-217.02,76.4,,257,0,1,0,0,0,0,0,0
0,dataset/D/D1379.jpg,-212.95,64.35,,257,0,1,0,0,0,0,0,0
0,dataset/D/D1379.jpg,-211.39,69.12,,257,0,1,0,0,0,0,0,0
0,dataset/D/D1379.jpg,-207.55,77.83,,257,0,1,0,0,0,0,0,0
0,dataset/D/D1379.jpg,-203.5,75.24,,257,0,1,0,0,0,0,0,0
0,dataset/D/D1378.jpg,-183.18,54.08,,248,0,1,0,0,0,0,0,0
0,dataset/D/D1378.jpg,-205.5,72.01,,248,0,1,0,0,0,0,0,0
0,dataset/D/D1378.jpg,-193.19,65.73,,248,0,1,0,0,0,0,0,0
0,dataset/D/D1377.jpg,-174.17,49.25,724,,0,1,0,0,0,0,0,0
0,dataset/D/D1377.jpg,-198.17,67.36,724,,0,1,0,0,0,0,0,0
0,dataset/D/D1377.jpg,-189.78,58.86,724,,0,1,0,0,0,0,0,0
0,dataset/D/D1376.jpg,-167.91,28.64,739,,0,1,0,0,0,0,0,0
0,dataset/D/D1376.jpg,-172.23,44.41,739,,0,1,0,0,0,0,0,0
0,dataset/D/D1376.jpg,-197.57,62.94,739,,0,1,0,0,0,0,0,0
0,dataset/D/D1375.jpg,-181.91,30.02,,,0,1,0,0,0,0,0,0
0,dataset/W/W1374.jpg,-177.14,20.02,773,193,0,0,0,0,0,0,1,0
0,dataset/W/W1373.jpg,1.93,148.08,95,197,0,0,0,0,0,0,1,0
0,dataset/W/W1373.jpg,-187.59,15.13,95,197,0,0,0,0,0,0,1,0
0,dataset/W/W1373.jpg,-169.88,28.44,95,197,0,0,0,0,0,0,1,0
0,dataset/W/W1372.jpg,-180.0,12.0,887,95,0,0,0,0,0,0,1,0
0,dataset/W/W1371.jpg,-18.71,65.46,772,,0,0,0,0,0,0,1,0
0,dataset/Q/Q_1370.jpg,37.96,178.83,792,387,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1370.jpg,-19.44,72.11,792,387,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1370.jpg,-38.66,76.84,792,387,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1370.jpg,-32.12,50.77,792,387,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1369.jpg,-19.15,76.22,811,312,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1369.jpg,-22.09,109.0,811,312,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1369.jpg,-28.38,98.88,811,312,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1369.jpg,-31.57,97.42,811,312,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1369.jpg,-29.51,60.9,811,312,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1368.jpg,-14.71,82.71,38,317,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1368.jpg,-9.11,107.35,38,317,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1368.jpg,-6.04,104.58,38,317,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1367.jpg,-16.21,89.56,882,322,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1367.jpg,5.25,98.41,882,322,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1367.jpg,2.12,81.06,882,322,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1366.jpg,-19.94,120.21,889,328,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1366.jpg,-25.07,120.34,889,328,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1366.jpg,-22.62,91.0,889,328,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1365.jpg,-20.97,128.51,912,333,0,0,0,0,1,0,0,0
0,dataset/Q/Q_1365.jpg,-18.86,126.81,912,333,0,0,0,0,1,0,0,0
